id,seed,creation_mode,gmean_inv,dem_fpr,max_iter,tol,lambda,l1_ratio,class_weight
N3IX77MMW7,107,crossover,0.5608322473625614,0.00011133997661860479,110,0.03777288261025481,45850.64251885188,0.5617408695349037,5
0OJHSJ3RG0,107,crossover,0.5608322473625614,0.00011133997661860479,128,0.03760692631697714,57215.11349015545,0.4741761766770589,5
P1VNLB660U,107,crossover,0.5608322473625614,0.00011133997661860479,117,0.037471042116920636,56865.71435251721,0.33015894475294294,5
ZRQZF8KKC6,107,crossover,0.5608322473625614,0.00011133997661860479,122,0.038142665691364465,51230.48793040865,0.5058107602243461,5
WLCMFGHCDS,107,mutation,0.5608322473625614,0.00011133997661860479,129,0.03776561586267629,49252.38343569446,0.4374212527408259,5
9NO39EC3KV,107,crossover,0.5608322473625614,0.00011133997661860479,124,0.03774259674764325,56629.12614411096,0.4447779952211661,5
VABH6FA0SU,107,mutation,0.5608322473625614,0.00011133997661860479,105,0.03771291726217176,46098.82056936932,0.38011229291687554,5
O1D57COYJY,107,crossover,0.5608322473625614,0.00011133997661860479,138,0.037647612601114225,60713.93246208028,0.42352907749291047,5
2MBJKAICJB,107,crossover,0.5580286247226096,0.0016812336469409347,109,0.028775640216649395,30616.87564015316,0.723853033727234,7
Y36WTCUUGW,107,crossover,0.5580286247226096,0.0016812336469409347,110,0.024639340242024476,24025.335168556794,0.6457151441285642,7
NBTD6B2W37,107,crossover,0.5580286247226096,0.0016812336469409347,89,0.03553522253773147,54310.37873141575,0.46247110427084415,7
5G0AWXZZYX,107,crossover,0.5580286247226096,0.0016812336469409347,83,0.026595765447922557,25858.426615038188,0.5189606587497673,7
C2EYTCDYOZ,107,crossover,0.5580286247226096,0.0016812336469409347,79,0.036210863428736084,48018.627081333194,0.4766841232801577,7
DRW9BJWIVJ,107,crossover,0.5580286247226096,0.0016812336469409347,77,0.0269969005965193,24856.756943047294,0.6203729671564,7
VUZQCI6Z1M,107,crossover,0.2294931701422961,0.15617287387036316,147,0.03234705716424667,43790.748273313686,0.42890487254430654,3
MR4M1BRU7B,107,crossover,0.5608322473625614,0.00011133997661860479,105,0.0378120080301484,44348.89459055896,0.4766849469234935,5
X8F98K2O1N,107,crossover,0.5608322473625614,0.00011133997661860479,134,0.037573401275449,57109.47516911206,0.4021397920511468,5
2IZYB2D561,107,mutation,0.2294931701422961,0.15617287387036316,48,0.03589018347710548,25091.526861203944,0.33322685953858483,3
NUOLHVDYQW,107,mutation,0.24433828708770966,0.011416058935960954,106,0.038187457996527785,37874.369140190014,0.36726068750965446,3
419IMOYIVD,107,inicialization,0.4326063759852582,0.010748019076249327,27,0.03734367158186186,15457.975444009562,0.31455980484768586,4
ZVWOQ6NFGN,107,crossover,0.24290973530224091,0.09259032455603185,105,0.030436014664374497,35246.534234638326,0.7904679476976924,6
CJZU00RG59,107,inicialization,0.4734849564209793,0.0034700959379465202,160,0.04347576120534002,84838.27167345169,0.1687332928870624,7
CNP55D03O9,107,inicialization,0.23192495851544803,0.15163391415687805,21,0.07718483023424474,95313.8520333515,0.8447668920926694,2
89IWTBVGCO,107,crossover,0.24290973530224091,0.09259032455603185,98,0.03201301283136643,44498.62000790756,0.5565315868568356,6
WQU9AD2734,107,mutation,0.5580286247226096,0.0016812336469409347,61,0.026058722823354533,30036.511495238094,0.585351930934493,7
VL2DX4XMPH,107,crossover,0.4326063759852582,0.010748019076249327,71,0.04345727755364583,33257.141091157166,0.40511437410414813,4
CCXKPU370I,107,mutation,0.23192495851544803,0.15163391415687805,55,0.05600108073418766,76645.67553034413,0.477911300238618,2
RQG5Z6ZBKS,107,mutation,0.5580286247226096,0.0016812336469409347,129,0.03742539512086388,54147.982052291445,0.3538292395427804,7
MCK9ISWGKN,107,mutation,0.24433828708770966,0.011416058935960954,126,0.037474808560651676,57174.31142287913,0.36117346581864973,3
0PEVCWTR3N,107,mutation,0.5608322473625614,0.00011133997661860479,105,0.03753011941705946,54444.177563432444,0.44696272040796425,5
OVPTKO29MM,107,crossover,0.5608322473625614,0.00011133997661860479,112,0.037974351593079374,46337.84218641582,0.5753529222648175,5
L740B1KQGM,107,crossover,0.5608322473625614,0.00011133997661860479,109,0.03767530751926481,45562.620731701,0.5539430941719665,5
G7EWS2M4NF,107,crossover,0.5608322473625614,0.00011133997661860479,120,0.03776804540116813,53053.517338953076,0.4429755218855454,5
6FLCDLDH66,107,mutation,0.5608322473625614,0.00011133997661860479,84,0.038050437992545774,37631.34819878011,0.48217316155221085,5
DPS6S17TXE,107,mutation,0.5608322473625614,0.00011133997661860479,103,0.037962133454476216,46648.38639430365,0.5731892900984408,5
XCRQJ1K9H3,107,mutation,0.5608322473625614,0.00011133997661860479,163,0.03710942407411651,72639.0011948977,0.1685899711911397,5
4M18TNGPZZ,107,crossover,0.5608322473625614,0.00011133997661860479,167,0.03769089445950377,63379.2300677599,0.37870614913609296,5
2H4SFAE2HV,107,mutation,0.5608322473625614,0.00011133997661860479,92,0.036949699259431854,52453.08806700274,0.21887214078035622,5
NWTHVYU1V2,107,crossover,0.5608322473625614,0.00011133997661860479,116,0.038528625977928666,47377.847954204575,0.6086328614702492,5
I4OYPLLQBJ,107,crossover,0.5608322473625614,0.00011133997661860479,99,0.03810533784691211,32875.02713759621,0.3963783132046496,5
CS49HRH2IP,107,crossover,0.5608322473625614,0.00011133997661860479,124,0.03723262189190394,46005.7838153787,0.2699151791889602,5
W2J47YR0TV,107,crossover,0.5608322473625614,0.00011133997661860479,134,0.03771278975838178,39257.870941164816,0.5946070232196438,5
LQSKSXF13J,107,crossover,0.5608322473625614,0.00011133997661860479,121,0.03757628712449077,38350.55359107655,0.5604576869792189,5
33SLVL762H,107,mutation,0.5608322473625614,0.00011133997661860479,42,0.038049220936699116,19429.4772067595,0.38962445184485905,5
S58P2NO01H,107,crossover,0.5608322473625614,0.00011133997661860479,145,0.03746173821477178,66096.6703218869,0.36719580291305665,5
KQ2110P16X,107,crossover,0.5608322473625614,0.00011133997661860479,138,0.037415731260512855,59595.848211963894,0.24436969016362842,5
MLX4NRWDSV,107,crossover,0.5608322473625614,0.00011133997661860479,126,0.03770275449140182,55963.3057699367,0.4868210223639369,5
MA4LTNFDVD,107,mutation,0.5608322473625614,0.00011133997661860479,115,0.03767511022358725,62383.73486085681,0.3307379578981323,5
