id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
BMOZVAIBKG,104,inicialization,0.40351583761957943,0.07052788574527707,25,1176,0,,2,,
JHEVXDMQZU,104,inicialization,0.40596030634076186,0.013521046129741754,25,1113,1,25,2,1176,
KT0C328PQL,104,inicialization,0.49209436277934815,0.09525746482268216,4,16,1,4,3,924,2
KQ90VEW8MG,104,inicialization,0.4144288093793508,0.030484497875802236,18,283,0,18,33,645,6
OJL7LC8YCJ,104,inicialization,0.5089119749631847,0.05124438820090993,8,75,0,8,19,75,2
IPHE490948,104,inicialization,0.4384023570039749,0.10154719937328638,12,435,0,12,3,898,1
577BBQBM52,104,inicialization,0.660559407068708,0.021445358401880145,7,74,0,7,11,105,8
TGKEA0NKYV,104,inicialization,0.6055702672973571,0.019961433004911266,8,103,1,8,9,1006,8
FMDY6O67P4,104,inicialization,0.38632143198763125,0.0717105064931152,14,622,0,14,5,1041,6
ZO9EC5DZNY,104,inicialization,0.3429661681814292,0.04652143782578566,13,87,1,23,19,87,5
6WCK3AL9R1,104,inicialization,0.4357171366448188,0.022341739733044083,9,142,1,9,22,534,7
KK5HTDTAE2,104,inicialization,0.39101842070718296,0.1638494681972943,8,126,0,8,23,129,3
ERGUU4216N,104,inicialization,0.39477332586385394,0.021452891018108433,8,110,1,8,24,190,6
J1TONPG7XJ,104,inicialization,0.424754782866234,0.10593871463436677,19,258,0,19,33,391,3
AS3LNE9SLA,104,inicialization,0.49791644567320126,0.049105125192081656,9,142,1,9,31,726,2
H8PF0XPK7M,104,inicialization,0.7498415740509933,1.0,6,47,1,6,22,795,8
4Q1U4D2RDZ,104,inicialization,0.3984208629152802,0.07284793154358377,20,269,0,23,33,922,4
VQ8ICTA5D9,104,inicialization,0.4153834344758175,0.041293802163367394,24,397,1,24,24,927,7
CRH5FFV0JN,104,inicialization,0.45282320481657723,0.017679050287745968,16,259,0,16,35,424,2
QAFH2OFZ67,104,inicialization,0.40203875555839097,0.14882189882189883,9,218,0,9,9,697,3
XHNOBNCLZ9,104,inicialization,0.4439671277393362,0.030032540902106164,17,286,0,17,32,811,2
PGLL55FCO9,104,inicialization,0.38822778180370543,0.047892373979330494,14,217,0,14,36,217,5
ICZO6JAMSW,104,inicialization,0.3977028362008336,0.04444243574678358,18,180,0,22,6,180,6
N185YE7M2E,104,inicialization,0.356139869359286,0.13497695019434153,5,31,1,5,20,50,4
LR5SWGB96I,104,inicialization,0.729071667259306,0.029753834101660215,6,47,0,6,27,970,1
FTXXHF8045,104,inicialization,0.4928870292382018,0.053737684172466826,9,135,1,9,38,334,2
HIBU8N8EYX,104,inicialization,0.44797974934601215,0.0548299135255657,3,8,0,3,11,1100,7
P5Q49CAMTE,104,inicialization,0.45116089173570306,0.02338124077254511,13,232,0,13,35,1086,2
ODZE96XNIE,104,inicialization,0.4730242855880269,0.09189791798487451,24,356,1,24,28,1005,8
0CRKY1QEC9,104,inicialization,0.3565238158506959,0.13485642833468925,5,30,0,5,35,1082,4
W5A4HVJ3LY,104,inicialization,0.43432053069498033,0.005370755370755376,16,392,0,16,20,788,2
4XGFPNFO4P,104,inicialization,0.4136344756741921,0.03970442013920278,22,402,1,22,23,402,4
BKW2EJLZKI,104,inicialization,1.0,0.0,2,4,1,12,31,4,2
JR67KZ94R8,104,inicialization,0.5312511174613398,0.024337883033535235,22,363,0,22,27,417,1
O427L9D5JJ,104,inicialization,0.4847850572053357,0.03449184970924102,10,219,1,10,15,700,2
QNGD6U6XKN,104,inicialization,0.4060703853854215,0.02895537678146376,16,417,1,16,18,1063,3
3Y5980I14O,104,inicialization,0.4136344756741921,0.013513513513513487,21,395,1,21,24,817,3
J4DF4K2T8J,104,inicialization,0.4989350219195723,0.0449471210340775,9,154,1,9,25,334,2
C4HK6M2ONS,104,inicialization,0.6038600647532195,0.0023803067281328166,13,198,0,13,27,817,9
NN9Q7ZEBQ0,104,inicialization,0.448942219206954,0.09341197384675648,5,31,1,5,22,491,3
RQZJSD1EF8,104,inicialization,0.34942597137638065,0.12903371599023777,6,54,1,6,18,885,4
6XV2J48TIE,104,inicialization,0.5408488044457205,0.030160595377986654,13,98,1,23,31,98,2
YMNL6LAGR4,104,inicialization,0.42971967405880573,0.01095995661213045,25,629,1,25,9,629,2
0UJ39XV0YK,104,inicialization,0.49209436277934815,0.09525746482268216,4,16,0,4,16,629,2
A7RSRF00AG,104,inicialization,0.38074853362704475,0.10913254391515262,12,247,1,12,29,542,5
THHJZ7NRTG,104,inicialization,0.38629615030362996,0.07064840760492935,13,290,0,13,25,614,4
G2L5197OXX,104,inicialization,0.40482525637372335,0.009099400403748237,16,338,1,16,26,1112,7
NGX54VXZEM,104,inicialization,0.3834657694357382,0.08982644852210073,21,587,0,21,6,587,6
9MR4P8UIS0,104,inicialization,0.4122300053404886,0.03632227545271022,16,293,1,16,32,899,3
2SS3XTWUSQ,104,inicialization,0.38846875863967534,0.09268884268884264,17,713,0,17,5,713,1
12V88D30CS,104,inicialization,0.42797725403746223,0.12102654493958848,19,238,0,19,38,509,3
M54NG98JF9,104,inicialization,0.4103437873441713,0.04095483443309533,19,323,1,19,30,409,3
8CV7YWAXU4,104,inicialization,0.5712432740813504,0.018891801500497157,15,92,0,15,4,92,9
K1M4SB8BQX,104,inicialization,0.39644559064775253,0.005295429208472702,8,113,0,8,20,1062,6
846HJXLX0N,104,inicialization,0.4428123334065823,0.04455542499020761,15,172,0,15,6,172,7
EFWTDPDY8T,104,inicialization,0.5321717024527897,0.009747205399379316,17,123,0,25,22,123,8
C9VUQO6UG5,104,inicialization,0.40944609726668624,0.08715236976106544,14,408,0,14,14,992,6
NZ33PDCXTW,104,inicialization,0.42641785219723627,0.01624785320437494,17,277,1,17,35,325,3
2SDHXZN3ON,104,inicialization,0.4077090572911449,0.1169288017114104,6,57,0,6,6,1105,3
QH6YC7DKP0,104,inicialization,0.38629615030362996,0.07064840760492935,13,290,0,13,25,695,4
AJLOUS1RWP,104,inicialization,0.4759598243135248,0.0614812136551267,5,30,1,5,31,430,7
Q22EZ8OSP8,104,inicialization,0.448942219206954,0.09341197384675648,5,32,1,5,11,488,3
LRS6650D20,104,inicialization,0.42613583321488235,0.017317484708789133,17,469,0,17,16,721,2
C6C4P9K2V6,104,inicialization,0.3756086009094237,0.08121666817318995,11,225,1,11,26,387,5
CZOVRU3R09,104,inicialization,0.4179824524730804,0.01901985597637773,18,268,0,18,36,832,6
URFP3XE061,104,inicialization,0.4236461722116891,0.05266052005182442,11,376,0,11,6,715,2
G92LPWDHLS,104,inicialization,0.44746604789361766,0.025399981921720993,21,280,0,25,34,513,2
TUR2HR9JP9,104,inicialization,0.47602750134550387,0.015389134954352346,11,49,1,20,40,49,7
EG4UX4RI5K,104,inicialization,0.3875814180930983,0.10361866883606019,16,149,1,18,39,149,3
NQ7F5HKRJQ,104,inicialization,0.440854656541116,0.04654403567447052,21,352,1,21,27,383,2
MP5TQ6P6FX,104,inicialization,0.4050263880695645,0.004790743921178675,22,821,1,22,6,821,5
GX4O6H7YO5,104,inicialization,0.3853975211292062,0.09820271776793518,21,671,0,21,6,671,6
PAGX09RV7J,104,inicialization,0.44797974934601215,0.0548299135255657,3,8,0,3,21,737,7
09GKBE1NRP,104,inicialization,0.49209436277934815,0.09525746482268216,4,11,1,22,2,11,3
GYHF0MPSEO,104,inicialization,0.41056936356231744,0.03648046039350389,11,205,1,11,29,1053,7
186ES0741O,104,inicialization,0.3605908374105259,0.12297749254270995,8,133,1,8,7,499,4
BLH1SHPATT,104,inicialization,0.5450922801547784,0.011705685618729103,16,80,0,17,33,80,8
PSRG2C8LJN,104,inicialization,0.33844280516786096,0.12000210913254394,4,16,1,4,7,107,5
F26V644GJ9,104,inicialization,0.40702650571900867,0.022816294555425,6,53,0,6,19,983,6
6S1KPUE847,104,inicialization,0.36920392996937634,0.06179005092048573,20,297,1,22,4,297,5
W24KFB6TZ5,104,inicialization,0.6342641205692753,0.05209557383470427,10,120,0,10,18,1140,9
WTZ9LUREXG,104,inicialization,0.5878836527378162,0.026733254994124565,9,115,0,9,26,768,8
AKNWG7GA6O,104,inicialization,0.40033610790015295,0.04646870951218779,20,345,0,21,25,839,5
T2TVDDW04X,104,inicialization,0.38820060992115213,0.1027750158184941,24,721,1,24,9,1046,7
6KA561TKMO,104,inicialization,0.3854696516444207,0.06951851517068913,19,298,1,21,9,298,4
QSNI0C2DC9,104,inicialization,0.4410925468742888,0.02159601072644557,20,550,1,20,12,550,1
045FB8R7AJ,104,inicialization,0.5878836527378162,0.026733254994124565,9,115,0,9,26,137,8
7LY6GDC5NY,104,inicialization,0.48954786477546397,0.046875470788514284,24,386,0,24,23,964,8
A79VCO7I1S,104,inicialization,0.47471781098184496,0.03686462382114564,13,414,1,13,10,433,2
DJ28P67WOB,104,inicialization,0.4030106950183141,0.0725918225918226,4,16,0,4,2,1174,6
PCKBPWG5IK,104,inicialization,0.35946351712450075,0.07949169905691647,11,122,1,11,28,122,5
H1HZHZ5E0U,104,inicialization,0.4063242046619219,0.08145017927626624,23,353,1,23,27,657,6
68I9FLZ7F3,104,inicialization,0.40139228975448005,0.039214800084365314,20,263,1,21,6,263,6
T8P4UT4O6A,104,inicialization,0.6882376739195661,0.024465937509415725,11,52,1,21,23,52,1
U9NMITBFB9,104,inicialization,0.49653440095065393,0.08593208593208601,5,30,1,5,38,1014,2
SHD06EVTQ4,104,inicialization,0.4463199683907203,0.059492602970863784,18,375,1,18,5,375,2
O5LSDSMZE0,104,inicialization,0.42193164391989635,0.018326855283376964,17,274,1,17,36,784,3
8AJVXKEH1Z,104,inicialization,0.43540299167220065,0.028721865678387415,15,618,1,15,5,1162,1
SCK8JW7WBQ,104,inicialization,0.4009481335727657,0.16598873120612256,8,114,0,8,29,786,3
DH1QN7VUIC,104,inicialization,0.4262690988822252,0.10823616258398869,16,533,0,16,8,533,8
S9R25BAQGQ,104,inicialization,0.39356783778079363,0.04337280424236947,12,182,1,12,22,182,6
0LY326POY6,104,inicialization,0.45158509106348044,0.02359215402693665,16,546,0,16,5,783,9
C26UHHH6XC,104,inicialization,0.40135341293294413,0.08935942631594807,20,257,1,20,23,257,4
F7D5G1PTDP,104,inicialization,0.42865573903495535,0.027117418421766293,22,305,1,22,33,671,3
1I54ZTPRG6,104,inicialization,0.39956780022810023,0.0504534634969418,24,414,0,25,19,791,4
L2CJSUUKPA,104,inicialization,0.42103704240645956,0.06648287083069693,24,618,0,25,11,618,7
07R8PJHECV,104,inicialization,0.7458901295387872,1.0,5,29,1,5,29,348,8
5MKQ65OWIA,104,inicialization,0.387087599891871,0.005295429208472702,5,30,1,5,7,618,6
6CEBNA2W9Z,104,inicialization,0.41278270896664826,0.04265720570068396,11,188,1,11,35,778,7
FUFCR9G9WI,104,inicialization,0.5809423643510463,0.06617403356533792,10,148,1,10,36,502,8
OP095A3WRF,104,inicialization,0.3806232728966795,0.07943143812709033,14,589,0,14,6,980,6
NKD9G719KG,104,inicialization,0.4759598243135248,0.0614812136551267,5,30,1,5,6,959,7
BW6SPZN2RQ,104,inicialization,0.448942219206954,0.09341197384675648,5,31,1,5,18,187,3
CUZG7HJ4RQ,104,inicialization,0.3938657854165666,0.07491940100635752,18,301,1,18,36,943,5
W004MCJJCB,104,inicialization,0.471537465946273,0.0614812136551267,4,16,1,4,40,839,7
SWG7MB2LSP,104,inicialization,0.6666674054840196,0.029573051312181686,8,126,1,8,13,232,1
2JABDFR83R,104,inicialization,0.3787188516031197,0.07896441592093767,10,234,0,10,17,489,4
WFWV9I0BG4,104,inicialization,0.431562956535949,0.07808309982223027,21,629,0,21,12,829,1
OJEEI23KF2,104,inicialization,0.38671523838889077,0.11086504564765437,14,192,1,18,20,192,3
29PKTA09VB,104,inicialization,0.4400347106765151,0.05186206273162795,16,150,0,16,25,150,7
BPH2WTSODO,104,inicialization,0.4127166589927559,0.07152219108740848,4,16,0,4,4,751,7
RP0P0EY413,104,inicialization,0.4949739723105364,0.06508180421223897,12,278,1,12,22,778,2
GD7ZTAIWY9,104,inicialization,0.40198315797778017,0.1192940432070867,19,408,0,22,9,408,4
KT9LD8PW8T,104,inicialization,0.5077038845151939,0.05540239235891409,12,108,1,18,18,108,2
C8W3802NPB,104,inicialization,0.5014405509790607,0.0757404561752388,24,311,1,24,33,989,8
CKLMLLHJIZ,104,inicialization,0.8471412033667235,1.0,5,24,1,5,33,59,9
U2MH8DFR57,104,inicialization,0.6128871300695797,0.04526349091566483,7,72,1,7,13,335,8
T4ZIJQZ6XC,104,inicialization,0.3974600055863241,0.029889421193769028,16,236,1,16,14,236,6
Q261S1VN3B,104,inicialization,0.3974600055863241,0.16759317846274369,10,40,0,19,5,40,3
OU73923HOA,104,inicialization,0.3984208629152802,0.07284793154358377,20,269,0,24,33,681,4
HQVAXATF7M,104,inicialization,0.4820647768545636,0.048713429148211765,11,269,1,11,8,285,8
VMPC4KG1HT,104,inicialization,0.3517280075416105,0.03535810057549188,7,73,1,7,38,564,5
ASDJ7JKMNN,104,inicialization,0.43272415451674495,0.020262737654042004,9,124,1,9,34,196,7
5UIFEWDQAE,104,inicialization,0.414179045584406,0.01678266895658198,16,608,1,16,8,665,3
9WX51U1NU4,104,inicialization,0.3630149816844469,0.12511675555153817,8,105,1,8,32,1097,4
BYH4Z9TREK,104,inicialization,0.44911318807185496,0.03371599023772931,17,214,0,20,34,214,2
