id,seed,creation_mode,gmean_inv,dem_fpr,dem_ppv,dem_pnr,max_iter,tol,lambda,l1_ratio,class_weight
4B974DQEM5,106,inicialization,0.3558886167217169,0.04565011290690542,0.07823727258828916,0.093906240247424,100,0.0001,1.0,0.0,
X12SO3R4IL,106,inicialization,0.34864808792218827,0.046167175988601386,0.0984794488001901,0.08810341774844632,100,0.0001,1.0,1.0,
RX5WESWVLI,106,inicialization,0.2541797011421191,0.10869458306410079,0.049692552611169005,0.1470691638356333,98,0.003837918378352169,73750.79890578019,0.10017465595368424,2
X29TQ521PJ,106,inicialization,0.5364925538179783,0.011835758361463295,0.06990622335890873,0.043280737890246335,180,0.0491545603496058,15565.82031990876,0.18919445068664886,6
9NIURIW928,106,inicialization,0.24229364598221903,0.14225928561963558,0.1579601176855181,0.20481842534669814,89,0.0652926165705832,23943.003751441178,0.5235430327634166,4
YIKCW87EG8,106,inicialization,0.550234214023334,0.007182190626199592,0.04656084656084658,0.03078725022259754,148,0.04792738939105393,51694.834513186375,0.22026810459433022,8
ANG0HXOSNI,106,inicialization,0.5521810015543307,0.007210536884971564,0.07406987295825773,0.026463953205468682,135,0.006886685802338754,73531.95193768996,0.30714975052825155,8
RGV3A168MG,106,inicialization,0.3538087088126086,0.3127668134297061,0.009737708881032259,0.3099004011214586,74,0.08383711220143764,29066.16996154739,0.0017778686233476115,3
KCUA7K7VUH,106,inicialization,0.5306159328614097,0.011060163738919344,0.08520138509203568,0.03387368177018257,157,0.08054114908329879,82686.35459226083,0.5353682485111976,7
CHM9X70DWU,106,inicialization,0.24229364598221903,0.14225928561963558,0.1579601176855181,0.20481842534669814,193,0.07855361724472375,46185.7765603154,0.5992896985999009,4
WYA0VZD6SJ,106,inicialization,0.24258985735716987,0.11544918916039065,0.02640755136035544,0.1532560387950307,181,0.047702884071086256,40740.3655728141,0.8423443785729784,2
RMVQ7CTKXJ,106,inicialization,0.550234214023334,0.007182190626199592,0.04656084656084658,0.03078725022259754,35,0.06307658317418306,44462.17729791045,0.5625408827546865,8
2HBF823FFW,106,inicialization,0.3234091603091698,0.19092707976159085,0.047167061260728005,0.20843157560865622,92,0.08107311790815772,89900.12575299176,0.8951326997663989,1
Q0ADVR5CDE,106,inicialization,0.2983650523899084,0.060591664970444756,0.08086190917516223,0.10157964662078423,195,0.009054543158955514,40337.50077200376,0.9131287227209394,4
K3SO6M6AIL,106,inicialization,0.2523366812019504,0.24326588517511155,0.037059229488897005,0.2781030228686362,121,0.035636460948205814,53575.95717331092,0.8421791765449193,1
OHVRTZBDBG,106,inicialization,0.5364925538179783,0.011835758361463295,0.06990622335890873,0.043280737890246335,175,0.06091928390699619,33259.00453377987,0.8643249227725468,6
F512K3JL16,106,inicialization,0.21572242954184895,0.1357632110641937,0.015228237396678779,0.18215232424982386,156,0.03592284957908209,82118.41030983544,0.7828407399577959,5
HGP75L1OTJ,106,inicialization,0.3591824068205768,0.039703887467401805,0.08825831702544029,0.07719008622391732,127,0.00356564850938656,97799.03196515728,0.9311985454393591,5
0W3MGW7MPZ,106,inicialization,0.5306159328614097,0.011060163738919344,0.08520138509203568,0.03387368177018257,22,0.04567407285576151,14876.67726235757,0.4486385295871116,7
P957TNA6CH,106,inicialization,0.5364925538179783,0.011835758361463295,0.06990622335890873,0.043280737890246335,192,0.07195859538363189,15079.57948174245,0.44437995055355684,6
COOLVT7RKG,106,inicialization,0.48060846409710567,0.018012169083042928,0.10185185185185186,0.048551109548576,64,0.09241455292183541,22757.18565664712,0.5528208714537428,3
JZ2KUSR6LW,106,inicialization,0.5306159328614097,0.011060163738919344,0.08520138509203568,0.03387368177018257,34,0.05216993261231726,83212.07533412118,0.6770746102128804,7
E22TCOWENY,106,inicialization,0.5306159328614097,0.011060163738919344,0.08520138509203568,0.03387368177018257,170,0.046020089633485174,43136.44734291675,0.9877092113496185,7
O85W20RMFO,106,inicialization,0.550234214023334,0.007182190626199592,0.04656084656084658,0.03078725022259754,95,0.05171704747363633,15887.783854524914,0.5445067712838877,8
APAAXG5M06,106,inicialization,0.3802187053665609,0.03516370476722599,0.1013812154696132,0.07303238396584166,54,0.006702260825078739,76914.3740568533,0.2611554887918015,6
KEPUR9U05Z,106,inicialization,0.5306159328614097,0.011060163738919344,0.08520138509203568,0.03387368177018257,144,0.0908346071540481,71046.06205985487,0.8077202965450748,7
577U8PHCTP,106,inicialization,0.3010422033763982,0.06975365393521207,0.10685791885927687,0.11588703380298548,94,0.0064353486395555895,70140.80668555085,0.29763607828977523,5
O2F4TCYCV8,106,inicialization,0.4797904563344959,0.024503803863014487,0.14329535495179668,0.06315147207371763,67,0.07259219709351375,16552.712953999737,0.3962822871207048,5
