id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
WGAT7VSKWK,105,inicialization,0.41380895571995135,0.03201490423001968,31,1143,0,,2,,
JGZWK1Y35O,105,inicialization,0.4132175943116396,0.01584862247482338,29,1143,1,31,2,1143,
LT7QDUHWLZ,105,inicialization,0.3814691741065911,0.03556066862985824,23,363,1,28,24,722,5
6YS7H0WSQI,105,inicialization,0.37669051740298687,0.09346909690325128,18,263,1,18,34,448,4
A9MNDLU126,105,inicialization,0.3920363278870407,0.10693098208229951,21,726,1,21,5,726,4
TRPX0TFHG5,105,inicialization,0.5203859594641851,0.0323926612120848,15,101,1,15,26,101,7
SNPHXL7NRR,105,inicialization,0.3707108522398448,0.030040265460133775,17,293,1,17,28,958,5
4AKJND2UPW,105,inicialization,0.45697901065263147,0.08764820522506589,3,8,0,3,14,445,6
GOPQFRENCC,105,inicialization,0.3631842258034801,0.08344136610661329,13,182,1,13,38,780,4
2244L4ABIT,105,inicialization,0.4286502082742125,0.08528722408715883,20,285,1,23,9,285,7
XNYC0F8226,105,inicialization,0.378293400230852,0.03904633532800467,14,188,0,14,38,1018,6
W38GLAG78E,105,inicialization,0.4179653087872387,0.06215819432162578,16,371,1,16,18,1128,3
3UG56L8QNY,105,inicialization,0.367407474436261,0.12258214068013426,12,166,0,12,37,240,5
0Z307UUEAP,105,inicialization,0.3745527331122136,0.07735432746379117,26,281,0,26,30,486,5
4Q1WVCE4A4,105,inicialization,0.493172465874961,0.051374949560857516,16,236,1,16,33,1004,8
RU1MG8QLRO,105,inicialization,0.3949134865902778,0.07453832087021472,20,650,0,20,4,650,5
ZHC3DCU34D,105,inicialization,0.5500994635110185,0.02364415292289468,12,281,0,12,9,824,1
932SNU88QX,105,inicialization,0.3668819159387483,0.07831589069086603,27,498,1,30,8,498,4
UNWSG4V3YK,105,inicialization,0.528157031257309,0.03299363822900658,7,92,0,7,7,360,2
YL9YZS0MDI,105,inicialization,0.406878788823389,0.050825484859671866,22,674,0,25,6,674,5
FSX7HFFUCM,105,inicialization,0.332523107130554,0.10100706577264182,16,190,1,17,6,190,5
AY9KK68RF9,105,inicialization,0.4779198002860803,0.08988040557363264,6,25,0,7,13,25,3
3N1PMVZRAE,105,inicialization,0.48317272865999905,0.0670346935446483,21,319,1,21,29,888,8
B5DF8H7WAH,105,inicialization,0.3754577695784862,0.09391553697296462,25,235,0,27,36,1054,5
57JKTONE6T,105,inicialization,0.4390334017421861,0.04135580415017556,16,570,0,16,8,848,8
YJ01RPMDX6,105,inicialization,0.4389397922468209,0.05064519175459534,9,149,0,9,19,577,7
IOBZPHIVKR,105,inicialization,0.393219812337956,0.02953372768872825,23,594,1,23,12,851,5
LOIQOD0ON2,105,inicialization,0.4414198682152516,0.08131219038951898,31,483,1,31,17,685,2
F0QBZOMV0R,105,inicialization,0.4111645834340323,0.04599191256642948,20,404,1,20,19,775,3
O83V1U8MSQ,105,inicialization,0.4278924039128218,0.04648127956592288,31,671,1,31,10,936,8
YFSQKRYYJK,105,inicialization,0.4696262054536223,0.09692042205757356,12,67,1,29,13,67,3
WVFHTGYLE3,105,inicialization,0.3290995309624898,0.12201550520703658,8,113,1,8,18,470,5
XIOV1ICEUS,105,inicialization,0.4314143744235226,0.060389604814684444,11,154,0,11,39,894,7
LQUOXIK200,105,inicialization,0.5548545250668961,0.022364930415446828,14,201,1,14,32,201,9
7L036XRAZM,105,inicialization,0.4423215949327769,0.04974372622921262,13,160,0,13,5,160,7
G17MMTICQS,105,inicialization,0.5160191254546735,0.0323926612120848,16,104,1,16,26,104,7
M21H8B377S,105,inicialization,0.34847233715210724,0.2863312070194116,7,81,0,7,36,670,4
HWM6CMJSUH,105,inicialization,0.4424903404474144,0.11865861929823052,21,257,1,23,13,257,2
45XTXM2FEI,105,inicialization,0.38680403184289114,0.03994780085338734,11,148,0,11,38,1064,6
TPXJ0NY0SV,105,inicialization,0.510002635194053,0.046644401899087376,20,301,0,20,32,457,8
Y4KJCC9ZB1,105,inicialization,0.37646061718633883,0.045579814040540206,16,242,0,25,4,242,6
9C61DKM5GH,105,inicialization,0.3789695359390648,0.100397503369764,18,276,1,18,32,1131,4
NAQ79EFO8P,105,inicialization,0.40904094279119185,0.06176326656764852,29,323,0,29,27,750,3
TY004OXJH5,105,inicialization,0.44985501278246454,0.057573598221108024,12,164,0,12,26,164,7
IH7WA9PXQF,105,inicialization,0.4326799993457786,0.027275771182293518,21,532,0,21,14,1116,7
LA3E72TQZZ,105,inicialization,0.44230197667498083,0.10390034083982247,21,298,1,29,11,298,2
J3V35854DB,105,inicialization,0.37858911908007564,0.05076538715797968,28,695,0,30,2,695,8
Y4T66EZ1G0,105,inicialization,0.695422183127058,1.0,6,50,1,6,18,630,8
OR9SFYSSOK,105,inicialization,0.3499871151479075,0.15907861637919934,7,86,0,7,21,445,5
NVK2ENB2FB,105,inicialization,0.506214744820706,0.048953870721258286,22,271,0,22,37,453,8
8PN4GYCH5Y,105,inicialization,0.4017763635881295,0.09194948358903476,26,362,0,26,24,660,4
F515YAWAED,105,inicialization,0.396495878694869,0.01320432360036744,24,577,1,24,13,732,4
80H4DPAKW0,105,inicialization,0.42226517094581895,0.038934725310576346,19,456,1,19,13,456,7
1C37M1P9SM,105,inicialization,0.5154881757170549,0.028091382848115853,12,225,0,12,25,962,2
GK07S8AM2S,105,inicialization,0.5088407017156046,0.08284038908969149,25,362,1,29,26,650,1
VFM23CJCJ9,105,inicialization,0.3964106788377184,0.10023438103659948,12,181,1,12,37,1025,3
QSFKJM7I5H,105,inicialization,0.3964088662054627,0.0428925882363041,24,357,1,27,22,357,3
MQROGUP93M,105,inicialization,0.554564596812626,0.008405092850949036,15,245,0,15,33,713,1
H4BIVZZOBR,105,inicialization,0.4785572610851253,0.06909518617409449,11,106,1,11,4,106,3
SOB2AO6QZ3,105,inicialization,0.383121717011624,0.12308867845153976,12,471,0,12,5,604,5
1E95O3UTI0,105,inicialization,0.44474780821950877,0.0227341020115559,20,416,0,20,19,953,2
0NXLZ6JCIZ,105,inicialization,0.40217885548353094,0.08508117482421418,20,350,0,20,23,746,3
60HW4L4LZ4,105,inicialization,0.3944092228898838,0.05978004241180662,13,254,0,13,24,798,5
64SNVP9RZZ,105,inicialization,0.3923441361958717,0.11694154210702544,6,50,1,6,28,803,6
I2QSOMYMBG,105,inicialization,0.5819037352086919,0.015548133966362454,8,127,1,8,2,585,8
TH7G6F2S2D,105,inicialization,0.5314495538207338,0.040222533203980185,26,348,1,26,28,358,9
MM9MCL5LWH,105,inicialization,0.4408443089365581,0.08878147617126128,19,305,0,19,29,749,7
GK0RD0VP12,105,inicialization,0.39308279198826845,0.05949672467525774,30,334,1,30,30,652,6
SYJO1RU46B,105,inicialization,0.5118482062144556,0.07850476918189853,8,33,1,9,37,33,2
EY3XCDRB7M,105,inicialization,0.40267685676838305,0.06739527975480136,28,335,0,28,26,1131,3
HDELMIMWPE,105,inicialization,0.38130999825341505,0.1326012860908162,5,31,1,5,10,334,6
9WRGV734CP,105,inicialization,0.4504897822780415,0.035689449419198604,18,427,0,18,17,1092,2
NOQGBNM6HX,105,inicialization,0.40091192168998036,0.08462614936854485,22,364,0,22,23,920,4
FWDLGIJ0NW,105,inicialization,0.5306516472790654,0.009392412235892156,16,286,0,16,28,960,1
LTTKFSAPW6,105,inicialization,0.45243846632824314,0.03839384599534679,18,302,0,18,23,302,2
PW56EBJ838,105,inicialization,0.4461722879070388,0.09407007392017308,4,16,1,4,30,968,7
9VKBYP123W,105,inicialization,0.3604720319647875,0.11531890416133656,17,186,0,22,4,186,5
DZMRXKZLYK,105,inicialization,0.437823532546488,0.04512478858487083,9,180,1,9,3,269,7
8XH1N389KU,105,inicialization,0.47568853070145345,0.005331524678691912,26,474,0,26,19,704,1
AAZFPMUHJU,105,inicialization,0.5459552367696969,0.002773079663796363,16,253,0,16,35,283,1
