id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
4RWQ2PN4NZ,102,inicialization,1.0,0.0,,0.0,1.0,0.0,,0.0,40,0.06907725707529395,33912.00619519324,0.4870391826090873,7
FG11Y31RJ7,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09864432264635975,0.0008561643835616438,88,0.06090220614943779,46904.59152231479,0.5345743255702176,1
50GR8G3OH8,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,121,0.05410397758006524,64181.707481088364,0.5779610803559773,1
444PEGNL70,102,mutation,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,103,0.047151736508561096,40190.25726728672,0.503641508326554,1
SAO1HI0NI7,102,crossover,1.0,0.0,0.13781321184510248,0.0,0.9683614001415833,0.0016501650165016146,0.09950122067549433,0.0008561643835616438,69,0.057287504267272096,55915.78250704676,0.45257823068531566,1
ZDEYS8WB5M,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,96,0.06082933005349095,41767.19467116678,0.5217115279837164,1
WPU97OPYQ5,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,100,0.05709089891170052,49791.29443844902,0.5557804506250126,1
XCNE1H61OM,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,95,0.05563109092824542,50932.23165650581,0.46864930189776716,1
83HIKPQVZN,102,mutation,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,100,0.05110900413427929,58914.325962330906,0.49431199118932095,1
UAO62ACJVO,102,mutation,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,86,0.06597513169118165,51381.92539564791,0.5473880102140475,1
OD4BRJQY58,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,83,0.06074356570853927,45669.56515068974,0.503455392324335,1
BWMXXHIH08,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,94,0.055013140988995984,54390.85800179032,0.5783553752256306,1
P0JPC06PTM,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,86,0.0653194806585988,44923.129658140926,0.5401788690115296,1
031DA1XP2I,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,85,0.06492277571493202,42384.278817316364,0.526527788612025,1
H4Q3ECGY74,102,mutation,1.0,0.0,,0.0,1.0,0.0,,0.0,92,0.07397087196117745,51250.480059515954,0.24562415049808425,8
S19Z7LZBVB,102,mutation,1.0,0.0,0.13781321184510248,0.0,0.9683614001415833,0.0016501650165016146,0.09950122067549433,0.0008561643835616438,113,0.05020097432888184,56760.9474978651,0.5424340346864255,1
I6SZMGUMMA,102,mutation,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,73,0.05874318097369368,64993.92405187704,0.42360143917158566,1
J6XS47UJ9E,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,94,0.06193576782578242,53030.79717288475,0.5792444018271085,1
D1A6QVLIAY,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,83,0.05798738076529811,54104.256804332304,0.5595007682013069,1
7TD8LZ8TNA,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,100,0.06239107692898284,52348.51040775104,0.6071179492736615,1
63VQ0B3KBW,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,93,0.059197148161293,51504.14899263031,0.6033447829374349,1
GK1L2JYBLT,102,crossover,1.0,0.0,0.13781321184510248,0.0,0.9552562629857317,0.0008943642455848666,0.09889952701927684,0.0007161626604635135,101,0.049858089352748616,62212.93933451998,0.417794164047314,1
W32TPLBHSX,102,mutation,1.0,0.0,0.13781321184510248,0.0,0.9683614001415833,0.0025445292620864812,0.0984872182073131,0.0015723270440251573,117,0.060826528046186046,72582.80653306424,0.6163212268692848,1
GPK2SIM3D2,102,mutation,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,83,0.07238914169801934,62996.97339163292,0.563952087605144,1
2IRC4IHSV5,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,116,0.060766846282688754,71842.09477072327,0.6040897451917553,1
4K6KCG4OWI,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,101,0.0466707321944651,43600.019667718654,0.5081361312590839,1
5BVYZGF2EK,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,104,0.057394333688331994,43340.86520205927,0.5359162672827549,1
6A2CNUL1QI,102,mutation,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,92,0.046538988705334544,57249.82517577566,0.5581156731539724,1
67NRT41RSD,102,mutation,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,84,0.043585412311097665,55805.77279539861,0.47530449203985076,1
4O0B79GFP5,102,crossover,1.0,0.0,0.13781321184510248,0.0,1.0,0.0,0.09908891186353058,0.0,92,0.04838655451550494,56425.78188526902,0.5286913733687856,1
