id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,num_leaves,actual_depth,actual_leaves,error_tst,dem_fpr_tst,dem_ppv_tst,num_leaves_tst,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
SUAY7Q84ID,107,crossover,0.6581304511016863,0.00016921189559625932,0.16289592760180993,132,9,132,0.6488800488604016,0.01825333180585787,0.03801169590643272,132,1,9,14,187,9
H6WT4H00G4,107,mutation,0.5362485840699602,0.030006909485736852,0.0,273,18,273,0.5225222940905593,0.01793510775066509,0.12572262142741375,273,1,18,15,273,9
I6HPB51IRR,107,mutation,0.32208908296946404,0.18448326917382293,0.017803157541148806,17,5,17,0.3236459364525792,0.16795865633074933,0.059304703476482534,17,0,13,21,17,5
OLK1AJ7P8P,107,mutation,0.3236066443484582,0.19206960249305524,0.009911319770474769,15,5,15,0.3207100410692739,0.1731266149870801,0.05634176182707984,15,0,11,20,15,5
NSAPHSKZ7J,107,crossover,0.7906538297972225,0.004286701355105263,0.06734006734006737,29,5,29,0.7681710076433809,0.00400962309542903,0.2333333333333334,29,1,5,20,81,9
IKVJNT82Z6,107,mutation,0.643127375055428,0.0001903633825457926,0.22941176470588232,114,10,114,0.630127201711193,0.014243708710428842,0.10866141732283463,114,1,10,18,114,9
GCE2G26HCP,107,crossover,0.6227330251082399,0.015109212177616087,0.008831168831168745,8,3,8,0.5908957991331727,0.023204898104657527,0.019607843137254832,8,1,3,18,61,7
TXDLKKQKA0,107,mutation,0.5027374220470752,0.044002143350677564,0.009429400386847142,466,17,466,0.5157712172779669,0.01998447066610659,0.14393939393939392,466,1,17,13,466,9
IAVD0SD4X5,107,crossover,0.5172701297657591,0.0003595752781420519,0.19999999999999996,151,15,151,0.5050706436308953,0.010183169766168967,0.12411939191694477,151,1,16,24,151,8
8IQUL9HGFM,107,mutation,0.7487583606048869,0.006408900545708359,0.1296791443850267,66,7,66,0.718945362230215,2.5457924415422245e-05,0.19654605263157898,66,1,7,16,159,9
GWB1WX8409,107,crossover,0.705081453195703,0.00962392656203731,0.045338441890166115,89,8,89,0.6919001881606714,0.013810923995366656,0.08333333333333337,89,1,8,23,112,9
3NRPNG2BA8,107,crossover,0.4604133206874804,0.0004018782520411185,0.14823609226594292,190,11,190,0.4563311045978935,0.024019551685951046,0.08243584629703493,190,1,11,15,190,8
XF0ELMIHZZ,107,mutation,0.6776822982570886,0.00016921189559625932,0.20900900900900898,82,9,82,0.6427544838330026,0.02317944018024211,0.08863636363636362,82,1,9,20,82,8
ZGKKBLC82G,107,crossover,0.32582415776843376,0.1669557369883103,0.044733044733044736,16,4,16,0.32141741620145226,0.16788228255750312,0.07810245310245312,16,0,4,18,35,5
IBC4XOZP6N,107,crossover,0.3254031770181973,0.14869495325521384,0.04898888363292331,50,8,50,0.3354070309837879,0.15573885261134657,0.051443488943488935,50,0,8,18,50,5
V5THAWGJCQ,107,crossover,0.5953326878294012,0.000881311956230521,0.18386243386243384,63,8,63,0.567502706708905,0.02409592545919731,0.1014791881664946,63,1,8,21,63,8
782L758O5K,107,crossover,0.3254114290175736,0.11612166335293372,0.05700768775872267,73,7,73,0.34203642181236205,0.09138121968915872,0.09849237158075286,73,0,7,11,73,5
EDXM3MFMQU,107,crossover,0.7685195510477281,0.00968738102288591,0.014285714285714235,45,6,45,0.7368087142990837,2.5457924415422245e-05,0.19590643274853792,45,1,6,21,84,9
3DMVSAE0WR,107,crossover,0.5023614200440476,0.04183764118617539,0.012700534759358284,449,17,449,0.5149174485585051,0.01505836229172236,0.15134099616858232,449,1,17,13,449,9
LPHR4SI2F8,107,crossover,0.6640700621110085,0.0001903633825457926,0.21618625277161868,103,9,103,0.6317112466701467,0.018469724163388962,0.12232645403377118,103,1,9,16,103,8
JZ2GRLRZUQ,107,crossover,0.3712350869175791,0.10350832663536247,0.09580586250657747,8,3,8,0.3644352883584526,0.08945914639579439,0.09008526044458798,8,1,3,17,44,5
IM9N6SN8LA,107,crossover,0.6972611968939153,0.013952930891041639,0.02188940092165903,94,8,94,0.6841965038432626,0.00958490854240654,0.11359570661896246,94,1,8,16,137,9
VT0LANS0QB,107,mutation,0.3274378753360394,0.1248008234978919,0.052869541815245835,87,7,87,0.34129369836867396,0.09913315767365485,0.0898141660828079,87,0,7,10,97,5
1APK1VF7Y3,107,mutation,0.5465886194155851,0.00033842379119251864,0.22164502164502164,144,13,144,0.5399998768211192,0.016534921907816857,0.10198868819558482,144,1,13,24,144,8
CJP1PCR1MX,107,crossover,0.44130275158422705,0.0005640396519875357,0.14034735871003978,221,13,221,0.43228826664288544,0.004455136772698931,0.11575668142318407,221,1,13,14,221,7
ZUCCMOU2FE,107,crossover,0.33857816305050514,0.13789359391965253,0.03157894736842104,26,6,26,0.33529579272557875,0.13417599063148383,0.05947245294357517,26,1,10,20,26,5
