id,creation_mode,error,dem_fp,dem_ppv,dem_pnr,max_iter,tol,lambda,l1_ratio,class_weight
IFYRYMFTNL,inicialization,0.314788440465651,0.15472984542581844,0.03247549019607843,0.19740960914390737,100,0.0001,1.0,0.0,
MUMHMF91G8,inicialization,0.3105134976977163,0.15826341433041208,0.03508906046938309,0.20407225524826977,100,0.0001,1.0,1.0,
UYND2CWVPM,inicialization,0.36870668334599677,0.057797979483507456,0.12201321503647089,0.01548634444731628,112,0.09608957337546661,21382.00926947901,0.023264206726502312,2
HZLVP2AWLO,inicialization,0.6972565485097673,0.015418502202643172,0.13461538461538458,0.03420349788920485,128,0.05521862721783649,2708.3251893873726,0.7915470569202355,7
5MG7JDLIVQ,inicialization,0.3886553602212328,0.08152114693108764,0.07530708299850764,0.11866402458286668,26,0.07913619866808509,77239.99094264713,0.31952921406080037,4
C2ZUR85ES6,inicialization,0.336831928840055,0.06400896623651561,0.009345306463401815,0.10268228942304924,90,0.03889554260539459,18552.105335345495,0.17232310171256737,5
JZPBUESYH2,inicialization,0.9362508959795863,0.010600706713780883,0.07370133317887378,0.008385744234800839,33,0.02168773659165639,99470.28282112096,0.5139125737055625,2
6GEX311YUG,inicialization,0.3310726257942521,0.21038744726887812,0.014678394722374977,0.2543364636282703,165,0.06969442615698279,81125.16343809525,0.550220933734683,4
4J0H94FF5M,inicialization,0.3367372741671817,0.14633178188384363,0.012066149448754504,0.19095517073030643,131,0.041093454935909844,53768.14473366546,0.6097410740611582,5
Z09L62HKEY,inicialization,0.3833959680897572,0.048022291060226374,0.0961354199936123,0.10687516154044974,147,0.09872469636627088,55969.78423641902,0.8909012127631739,4
KDERADTYDO,inicialization,0.36945729851324927,0.2100605532292461,0.16184313446633009,0.110630079549697,101,0.058116612505741266,79405.96658134225,0.7418703340651729,3
3MQCOZT0VQ,inicialization,0.5261884889843965,0.2989368160520539,0.029913844920857524,0.2690545934924327,112,0.07018158766136853,17782.42342221079,0.003130429549134006,4
AK0Y2956YK,inicialization,0.8449940159259384,0.040659391977086345,0.0777639386759017,0.045748255363142934,192,0.03125002559524819,94082.20280786659,0.7750049465248138,2
SNHW8W5QSF,inicialization,0.34805712218123985,0.20337479179962953,0.047822027361669295,0.3142715602653572,95,0.0647179211867302,85780.37784035628,0.32394118328328336,7
1WD8M2J057,inicialization,0.3147177228857728,0.2370993602216653,0.058766239125769615,0.2782731684902789,133,0.09389237496208377,79288.10434582144,0.12217951395880844,5
2RB0U5HEA7,inicialization,0.6771518753997278,0.019823788546255508,0.1428571428571429,0.04885701157347577,169,0.07597868841784981,60911.345150056084,0.5597863923028442,7
FW0OHIZ2UF,inicialization,0.3501027208719567,0.11726934512227394,0.13488829652195988,0.041612819850090466,164,0.027760291902277558,56362.02454243914,0.2637607731671946,3
QS3LOBW5R5,inicialization,0.5129521237540802,0.0567316822589935,0.08781820904462406,0.09231498233824417,168,0.019290101920654654,6085.451783437919,0.417454863353095,2
NRRFI4OK11,inicialization,0.4910339746949701,0.13447019816005357,0.06951654570057819,0.15178340656500386,112,0.07319541486888739,23255.417033038946,0.8371254767638086,2
3HUR8JLUDV,inicialization,0.3833959680897572,0.048022291060226374,0.0961354199936123,0.10687516154044974,114,0.09307919683738662,16983.826528468286,0.0391527821555393,4
2GLYZPIK94,inicialization,0.3820631621183277,0.09847293784343333,0.004744859735286711,0.16256712903133164,65,0.02863620749940602,40494.08283128835,0.3135341345296394,5
OL7E3HOS0M,inicialization,0.7303919409136173,0.0064211329213431645,0.08465548989379929,0.012851440222854026,162,0.0054814487684455284,26514.35959411277,0.980868883811584,4
4SD06VEXUO,inicialization,0.4400430546478442,0.1572126834887377,0.05851648351648353,0.2651273656701416,180,0.006358429285480929,24272.945475891513,0.9014450956021094,7
FJ9P251BMU,inicialization,0.665194853315464,0.022026431718061675,0.136986301369863,0.06865828092243187,76,0.014581097629474647,32143.752313981142,0.14301273135403048,8
RXMTNFX797,inicialization,0.3297797824576858,0.11416385174576982,0.009697472026523046,0.16754257488297297,167,0.0738694925013536,81413.26294948005,0.1825772089578409,4
VFV16N6UMQ,inicialization,0.4458954593483432,0.20656590028175148,0.06097734301103197,0.22976795611843426,47,0.07798765807637625,30545.467381994895,0.445286661623709,3
W03OHG8OKA,inicialization,0.6874582619636751,0.022026431718061675,0.17543859649122806,0.03571838832888208,72,0.0953924601825608,91258.96175140831,0.4905451672045035,7
V1E7ANE2QP,inicialization,0.41507043772688423,0.15803770177923757,0.09735812133072408,0.21593291404612158,150,0.018013907501036854,2208.7690409726265,0.8949847869018008,5
KAHYIU0NQM,inicialization,0.34790847885182674,0.08574741987204432,0.08558721000120206,0.14907670658510674,169,0.05052557468249194,9878.778455273394,0.7944064887052341,5
ILUOEU635R,inicialization,0.3314843595955288,0.10117370526610733,0.07918552036199089,0.18381149306452998,187,0.0762152343642371,13295.487406830696,0.02301024232706006,5
1W7QUQEYX0,inicialization,0.51104284163593,0.14757709251101322,0.3004484304932735,0.2419875936934609,109,0.056108841050467595,78207.03797781595,0.6135439202167375,7
1GVK2OV9K0,inicialization,0.3463362855688682,0.1420665929857879,0.023474178403755763,0.21657189626949258,119,0.08662957745778736,54037.05404809611,0.1735479695692086,6
CJYZ5FJQ7G,inicialization,0.959708851798731,0.0,,0.002096436058700246,169,0.09948939454792587,92409.7271433017,0.5342302467800335,9
UQW6B9OIAR,inicialization,0.919417703597462,0.0,0.0,0.0013282214755463428,163,0.09468338706353721,74925.45928636228,0.9335084266814215,8
AE92CSK15T,inicialization,0.4583953790961417,0.05979047648697872,0.023017902813299185,0.12938313086930298,172,0.02146724330420953,74914.26176705613,0.9546251217323218,7
8BQIXBET9X,inicialization,0.673555893815444,0.10619386373188466,0.06890162021426938,0.10337152867522473,131,0.047427437081086266,95723.7958596217,0.34893615677594947,2
K4DW6SAXKI,inicialization,0.5881561902637878,0.041391011970548404,0.13062409288824384,0.06649722868384023,135,0.09769946013439758,94608.74214132043,0.8077784730860023,6
47MSNDV8LT,inicialization,0.33932771540829454,0.1795582260550116,0.007767722473604799,0.3026478274604405,121,0.07398355562814359,25899.439164918917,0.0387381788447112,7
PEOCBY3KB8,inicialization,0.3616319331379194,0.20781121090892107,0.16055680246661674,0.11270497688176678,101,0.02192981764390594,16080.585922192116,0.7511188414983588,3
ZXZL4V0YDP,inicialization,0.31777488398753684,0.10232561759623918,0.007778393351800528,0.15004594928347836,88,0.09211218138379537,57901.347255038454,0.4827046074386433,5
OA3ZUR41IA,inicialization,0.3215337286587572,0.26757055463022056,0.07787952948606613,0.3234398782343988,187,0.06721936647096045,25316.972062395304,0.024963016163803364,6
FHB8M6I6EG,inicialization,0.41910804669213886,0.08096854034028111,0.07423536343671333,0.10853364349099681,36,0.04724430485784178,14560.430498277849,0.6455139985020656,2
7E4SAZ1D78,inicialization,0.532045053152568,0.05136128017932473,0.08153517799665694,0.07759685247408174,164,0.048796022864977105,56986.11918435091,0.912360648649401,4
LY22XB3YAL,inicialization,0.35082334178271635,0.1599134509114117,0.003862558807915528,0.2013942735705465,67,0.08303995580440236,86753.8404255464,0.11753708501408133,5
LKD3ROIY9I,inicialization,0.6548767924776081,0.03524229074889868,0.21333333333333337,0.05207346141696101,200,0.006152463393054626,94911.4905632545,0.9747522976795215,6
EYO2FLBJ6C,inicialization,0.40043540794374965,0.2645740259335938,0.02358207522261957,0.26814996697395255,52,0.01733185543654405,28782.159710007276,0.014324452256218145,4
XJJHUFM81D,inicialization,0.3752478508674204,0.5759405986830841,0.15198261158322135,0.5763260676028833,182,0.046139516931563256,65130.65711767741,0.7443379294982544,6
8SHA4KDDRD,inicialization,0.6656557002602381,0.020695505985274202,0.08249721293199563,0.05151345452456846,163,0.035942756489437636,60189.33460528179,0.5108346364053307,7
M00Y5V4WS4,inicialization,0.3491391857948184,0.0873196245388459,0.013690476190476253,0.1319893167915912,103,0.0828488999213066,79252.71903157412,0.524024315009744,6
JDEU22KGEN,inicialization,0.3638198420294151,0.1624274217400103,0.04859277091372538,0.1934105855661813,95,0.03973144208275072,86597.84475067852,0.09181519885967981,5
35UEYX4GFA,inicialization,0.3271688103814453,0.14582587444155604,0.007266026978167139,0.19776140834553868,83,0.047240256914797274,92608.05274815205,0.08351601359382088,4
4IKJSGQ6ZK,inicialization,0.46513147756867945,0.050979903799754055,0.03148863148863146,0.079111742913759,80,0.04418246942787594,81036.74003668004,0.6603429458344675,7
HE65SUCOPK,inicialization,0.5521918178865894,0.14089133108139662,0.06376166242578457,0.14254329284052727,142,0.06405561992177951,75149.09854338184,0.3812900622942993,2
