id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,num_leaves,actual_depth,actual_leaves,error_tst,dem_fpr_tst,dem_ppv_tst,num_leaves_tst,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
DG5B80PR17,102,mutation,0.1766518479467687,0.09589669589669592,0.08373417355033619,156,17,156,0.1876487234383173,0.09012721286659459,0.053141736441125464,156,0,19,25,156,2
4EKL4EEZ6H,102,mutation,0.3157547085959246,0.00011100011100010493,0.2006554720871998,639,20,639,0.3095231558264476,0.009539824507850216,0.08750708976387356,639,1,20,23,639,7
VU70XLMYLB,102,crossover,0.49224447784453185,1.4800014800015089e-05,0.0570570570570571,77,8,77,0.45969181763643296,0.002034628351072365,0.05661005661005658,77,0,8,19,460,8
R7NGO5RUHH,102,crossover,0.43132230922249926,0.0036149036149036146,0.0,103,14,103,0.41462707330288184,0.0002755019282159807,0.06333314262829681,103,1,17,22,103,8
RJ35CFA2OW,102,mutation,0.594984820399606,1,0.01777777777777778,7,3,7,0.566686699873335,0.0002632045059342004,0.010101010101010166,7,0,3,19,363,7
ZB5SXJ2AFM,102,crossover,0.2063225239418386,0.1060939060939061,0.0517068698730313,803,25,803,0.21422305724954438,0.10468299724676582,0.023043812451959966,803,0,25,28,817,2
WLDRN4ZXX8,102,crossover,0.5013959376493973,1,0.020408163265306145,21,5,21,0.467176744447345,0.0018926129582698876,0.04667277167277173,21,0,5,20,335,8
9N923C1HA9,102,crossover,0.17879261349082365,0.12524882524882525,0.05258398474826714,217,20,217,0.19328391692825664,0.1238487282184387,0.0230984715291076,217,0,22,25,217,2
71LQABGC0Z,102,crossover,0.545508532681358,1,0.02777777777777779,12,4,12,0.5088402590436252,0.0023981956904675335,0.049342105263157854,12,0,4,19,418,8
NAYMQRXFSZ,102,crossover,0.3072098219005087,0.0004144004144004121,0.1787658207095547,696,19,696,0.31110646144056164,0.012422776650844639,0.06755106507989539,696,1,19,19,696,7
8LDHXL7POE,102,crossover,0.3125496500117094,0.00037370037370037384,0.19953946716846582,575,20,575,0.30922677565905643,0.012251406120982439,0.07158385658938271,575,1,20,30,575,7
66JBB9T4JB,102,crossover,0.4843158713851802,0.004384504384504384,0.027875243664717275,12,4,12,0.44792774695341764,0.005435460648546216,0.10608741635649932,12,0,4,20,369,7
48T0XVLW30,102,crossover,0.4423881584910718,0.00231990231990232,0.009408018526559592,89,14,89,0.42565579329614,0.0019304969527185935,0.030632712684777408,89,1,19,32,89,8
CP521CEEUQ,102,crossover,0.20437519864678255,0.1117919117919118,0.0486148174568668,769,24,769,0.21169546730388678,0.10768713850289198,0.015480972358594358,769,0,24,28,769,2
48O7NPPK44,102,crossover,0.20806113760179745,0.061856661856661874,0.08171324316876027,731,23,731,0.20798042294054186,0.060590391309927355,0.06841738236805395,731,1,23,28,731,3
O8LWVZR0CJ,102,crossover,0.5320872506930872,1,0.013333333333333308,25,5,25,0.4946418270709402,0.002205998880934572,0.04848346462686004,25,1,5,16,1189,7
RV4V3BDY11,102,inicialization,0.5136718645650085,1,0.015337423312883458,20,8,20,0.47848674067103136,0.0016294084523356869,0.04035087719298247,20,1,18,35,20,7
Q2FVZ3W0RD,102,crossover,0.20717666415594072,0.056399156399156394,0.09324072676027984,698,23,698,0.2061577177249243,0.05278985867286616,0.07501747396379399,698,1,23,25,698,3
9T5JP7NTQU,102,crossover,0.3090742264064156,0.00041810041810041304,0.17095078834209265,667,19,667,0.3082774875873253,0.01100639128771267,0.07767907767907767,667,1,19,22,667,7
